Clothing ID,Review Text,Rating,Date
112,"Consegna in ritardo di 5 giorni, tracking poco chiaro.",3,2025-04-23
105,"Qualità ottima, tessuto Sneakers morbido e rifinito.",5,2024-07-26
104,"Taglia fedele alla guida, vestibilità perfetta.",5,2024-09-23
105,"Consegna rapidissima in 24h, imballo integro.",4,2025-05-02
112,"Consegna in ritardo di 5 giorni, tracking poco chiaro.",3,2024-08-18
108,"Qualità ottima, tessuto Pantaloni eleganti morbido e rifinito.",5,2024-05-27
109,"Packaging curato e sostenibile, molto apprezzato.",4,2025-07-30
102,"Packaging curato e sostenibile, molto apprezzato.",5,2024-10-13
105,Ottimo rapporto qualità/prezzo con sconto.,5,2024-05-20
108,Colore diverso da quello visto nelle foto.,1,2025-05-12
101,"Packaging danneggiato, scatola arrivata schiacciata.",1,2025-01-09
109,"Taglia non corrispondente, ho dovuto cambiare due volte.",1,2024-12-03
109,Ottimo rapporto qualità/prezzo con sconto.,5,2024-06-16
111,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",4,2025-07-27
105,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",4,2024-12-07
106,"Consegna rapidissima in 24h, imballo integro.",5,2024-06-13
111,"Consegna in ritardo di 5 giorni, tracking poco chiaro.",2,2024-08-12
104,"Taglia non corrispondente, ho dovuto cambiare due volte.",1,2024-09-28
104,"Consegna rapidissima in 24h, imballo integro.",5,2025-05-21
106,"Consegna in ritardo di 5 giorni, tracking poco chiaro.",3,2024-04-16
107,"Qualità ottima, tessuto Felpa morbido e rifinito.",5,2024-02-12
112,Prezzo alto rispetto alla qualità percepita.,2,2024-02-20
108,"Taglia non corrispondente, ho dovuto cambiare due volte.",1,2024-05-09
101,"Packaging curato e sostenibile, molto apprezzato.",4,2025-03-07
101,"Taglia fedele alla guida, vestibilità perfetta.",5,2024-11-28
103,"Reso complicato, procedure lunghe e poco chiare.",2,2024-04-27
103,"Assistenza irraggiungibile, ticket rimasto senza risposta.",2,2025-01-06
107,"Reso complicato, procedure lunghe e poco chiare.",3,2024-12-26
103,"Packaging curato e sostenibile, molto apprezzato.",5,2024-09-28
102,"Packaging curato e sostenibile, molto apprezzato.",3,2025-04-21
110,Colore diverso da quello visto nelle foto.,2,2024-09-09
112,"Packaging danneggiato, scatola arrivata schiacciata.",3,2025-03-18
105,"Packaging curato e sostenibile, molto apprezzato.",3,2024-09-24
101,Reso semplice e rimborsato in 2 giorni.,3,2025-02-02
108,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",5,2024-03-13
105,"Taglia fedele alla guida, vestibilità perfetta.",4,2025-01-04
106,"Qualità ottima, tessuto Borsa pelle morbido e rifinito.",4,2024-09-28
101,"Qualità ottima, tessuto Abito estivo morbido e rifinito.",5,2024-09-25
109,Ottimo rapporto qualità/prezzo con sconto.,5,2024-12-11
109,"Packaging danneggiato, scatola arrivata schiacciata.",2,2024-03-18
109,Reso semplice e rimborsato in 2 giorni.,5,2024-02-14
101,Reso semplice e rimborsato in 2 giorni.,5,2025-07-14
109,Ottimo rapporto qualità/prezzo con sconto.,4,2024-05-29
111,"Consegna in ritardo di 5 giorni, tracking poco chiaro.",1,2024-09-25
107,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",4,2024-06-16
109,"Packaging curato e sostenibile, molto apprezzato.",4,2025-01-16
102,"Qualità ottima, tessuto Camicia lino morbido e rifinito.",4,2024-05-22
101,"Taglia fedele alla guida, vestibilità perfetta.",4,2025-02-15
101,"Taglia fedele alla guida, vestibilità perfetta.",5,2024-09-03
109,"Taglia fedele alla guida, vestibilità perfetta.",4,2025-02-23
103,"Taglia fedele alla guida, vestibilità perfetta.",5,2025-02-03
111,"Reso complicato, procedure lunghe e poco chiare.",2,2025-05-01
109,Reso semplice e rimborsato in 2 giorni.,4,2024-04-14
106,"Consegna rapidissima in 24h, imballo integro.",4,2025-04-14
103,"Taglia fedele alla guida, vestibilità perfetta.",4,2024-09-04
102,Ottimo rapporto qualità/prezzo con sconto.,4,2024-02-10
102,"Taglia non corrispondente, ho dovuto cambiare due volte.",4,2025-05-19
102,"Taglia fedele alla guida, vestibilità perfetta.",4,2025-04-29
102,Colore diverso da quello visto nelle foto.,2,2025-08-01
105,Colore identico alle foto del sito.,5,2024-01-03
103,Colore identico alle foto del sito.,4,2024-09-26
102,"Packaging curato e sostenibile, molto apprezzato.",4,2025-04-04
106,Reso semplice e rimborsato in 2 giorni.,5,2024-10-09
106,"Taglia fedele alla guida, vestibilità perfetta.",4,2024-09-15
112,Prezzo alto rispetto alla qualità percepita.,2,2025-04-12
111,"Consegna rapidissima in 24h, imballo integro.",4,2025-05-24
111,"Taglia non corrispondente, ho dovuto cambiare due volte.",1,2024-09-15
101,"Reso complicato, procedure lunghe e poco chiare.",2,2024-08-23
103,"Reso complicato, procedure lunghe e poco chiare.",2,2024-09-08
108,Prezzo alto rispetto alla qualità percepita.,3,2025-01-03
101,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",4,2024-03-17
105,"Packaging curato e sostenibile, molto apprezzato.",5,2025-09-26
106,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",5,2024-05-17
110,"Taglia fedele alla guida, vestibilità perfetta.",5,2024-06-02
106,Colore diverso da quello visto nelle foto.,3,2024-11-28
102,"Consegna rapidissima in 24h, imballo integro.",5,2024-03-05
109,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",5,2024-12-09
106,"Assistenza gentilissima via chat, problema risolto in 10 minuti.",4,2024-09-17
112,"Taglia non corrispondente, ho dovuto cambiare due volte.",2,2025-03-02
