userName,score,at,content
Pengguna Google,2,2024-05-24 12:41:45,"Malu maluin udah ngantri bayar qris malah error Mulu padahal jaringan bagus di aplikasi lain dan saldo ada tapi erro trus PING biru, sebelum pembayaran hijau malah, nyusahin kalau gk bawa uang cash terjadi error gini"
Pengguna Google,2,2024-05-24 12:37:15,"Hijau pas mau transaksi biru lagi,dan lagi,"
Pengguna Google,1,2024-05-24 12:35:10,Sering banget eror sekarang ampun dah
Pengguna Google,3,2024-05-24 12:23:56,Kenapa tidak bisa transaksi pengambilan uang dengan menu cardless..?
Pengguna Google,2,2024-05-24 12:17:00,Knpah saya slalu gagal ya padahal tinggal buat pin Tolong di perbaiki ya
Pengguna Google,5,2024-05-24 12:08:17,Sangat membantu
Pengguna Google,1,2024-05-24 12:04:27,Cok gak jelas.
Pengguna Google,2,2024-05-24 12:02:14,Turunin lagi genrate cardless gagal terus. Giliran dibutuhin gangguan ini M-BCA. Sinyal udh ganti2 juga masih merah.
Pengguna Google,5,2024-05-24 11:52:39,Belum bisa buka cek mbengking
Pengguna Google,1,2024-05-24 11:48:32,Suka stuck tidak bisa tarik tunai
Pengguna Google,5,2024-05-24 11:42:09,Bagus
Pengguna Google,2,2024-05-24 11:28:46,"Tiga dulu belum bisa login.... Sudah 3 hari.,...... 232. Sementara transaksi tidak dapat diproses . Silahkan ulangi beberapa saat ...... Sudah dicoba saran admin puluhan kali tetap saja tidak bisa login .... Tetap saja kode 232 .... Ada saran lain min ???? Saya sudah coba semua saran admin, tapi tetap saja kode 232.... Ada apa dengan mu M- BCA???????????!!!! Sudah saya uninstall dan download ulang.... Tetap saja tidak bisa login......"
Pengguna Google,3,2024-05-24 11:19:56,"Bikin mbangking susah bgt permuknyaa, kenapa skrng seribet ini sih dulu ga gini, abis pulsa"
Pengguna Google,1,2024-05-24 11:18:14,Saldo hilang sndiri
Pengguna Google,3,2024-05-24 10:50:20,"Verifikasi gagal terus, semoga bisa dipermudah kedepannya ya Ampe sekarang gk bisa teross 😢"
Pengguna Google,5,2024-05-24 10:26:25,Susah verifikasi
Pengguna Google,1,2024-05-24 10:05:19,"kenapa ketika melakukan verifikasi, setalah memasukkan no kartu,terus ke sms,tapi balik lagi ke bagian masukan no kartu lagi, tidak langsung ke bagian kode akses, sekali mengirim kode sms biaya 1500, yang ada pulsa malah habis,kalau terus mengulang ke bagian bagian masukin no kartu"
Pengguna Google,5,2024-05-24 09:21:21,Terima kasih untuk BCA semoga terus menjadi yg terbaik
Pengguna Google,5,2024-05-24 09:06:33,Good
Pengguna Google,1,2024-05-24 09:00:13,"Nomor selalu aktif, tapi kenapa hari hari minta verivikasi ulang mulu. Capek tiap hari verifikasi ulang mulu masukin nomor kartu"
Pengguna Google,5,2024-05-24 08:45:22,Good
Pengguna Google,5,2024-05-24 08:08:42,Mantap
Pengguna Google,5,2024-05-24 08:05:44,Top
Pengguna Google,5,2024-05-24 07:29:15,"Membantu nasabah,,, salah TF,, 👍👍🙏"
Pengguna Google,2,2024-05-24 06:49:46,"CS BCA ngga ada etika, jam 17.50 maghrib magrib nelpon.. Ya mana bisa diangkat orang lagi sholat"
Pengguna Google,3,2024-05-24 06:48:29,Bagus
Pengguna Google,5,2024-05-24 06:38:18,Sangat bagus
Pengguna Google,2,2024-05-24 06:28:21,Untuk sejauh ini bagus tapi knapa setiap saya ganti kartu trus mau masuk ke bca mobile tidak bisa diakses
Pengguna Google,3,2024-05-24 06:03:13,"kenapa si jaringan suka susah kalo pake wifi, lampu tetep merah klo pake wifi"
Pengguna Google,3,2024-05-24 05:34:54,kenapa gak bisa login ya pulsapun gak kepotong udah 2 minggu gak bisa terus
Pengguna Google,1,2024-05-24 03:58:58,Mau daftar aja susah udah 2 kali di tolak 👍
Pengguna Google,1,2024-05-24 03:27:59,Mau bikin ATM baru knpa SMS nya gagal ke krm trs pulsa ada pke wifi udh beberapa hari ngabisin pulsa aja!.
Pengguna Google,5,2024-05-24 03:27:48,🙏🙏🙏🙏
Pengguna Google,5,2024-05-24 02:05:44,BCA di hati
Pengguna Google,4,2024-05-24 02:04:28,Aplikasi mulai trobel. Gambar di twitter
Pengguna Google,5,2024-05-24 01:59:07,Mudah Cepat Praktis
Pengguna Google,5,2024-05-24 00:59:36,Friendly
Pengguna Google,1,2024-05-24 00:38:27,BBCA busuk
Pengguna Google,1,2024-05-24 00:34:03,P opp
Pengguna Google,5,2024-05-24 00:31:09,Good banget
Pengguna Google,1,2024-05-24 00:21:11,"Setiap mau ganti kartu paketan SIM pasti verifikasi ulang bca mobile, padahal kartu yg didaftarkan masih dihp loh. Ga jelas!"
Pengguna Google,5,2024-05-24 00:12:19,Sangat sangat membatu
Pengguna Google,3,2024-05-23 23:14:09,mudah dan cepat
Pengguna Google,5,2024-05-23 21:11:37,Cepat dan tepat ga pernah eror
Pengguna Google,1,2024-05-23 20:49:35,buruk.. gak bisa masuk apl.. setiap perifikasi data diri gagal terus👎👎
Pengguna Google,4,2024-05-23 20:48:47,"Resi pengiriman tidak ada, gmana caranya?"
Pengguna Google,4,2024-05-23 18:20:51,"Saya menggunakan Android Infinix smart 6 plus, sudah 2 hari terakhir saya tidak bisa membuka aplikasi BCA Mobile di android saya, jika saya klik aplikasinya langsung otomatis kembali ke tampilan semula, mohon solusi nya, terima kasih"
Pengguna Google,5,2024-05-23 18:18:31,Bagus
Pengguna Google,5,2024-05-23 17:37:15,Sanhat membantu
Pengguna Google,3,2024-05-23 17:36:16,sangat membantu
Pengguna Google,5,2024-05-23 16:51:13,Kurangnya gak bisa melihat saldo dengan utuh trus kalau ada transfer gak masuk di notifikasi
Pengguna Google,5,2024-05-23 15:20:44,YTH bank BCA tolong notif uang masuk dan keluar di ada kan please repot sekali jika tiap2 saat harus buka aplikasi untuk cek...terima ksh 🙏
Pengguna Google,1,2024-05-23 15:02:01,Buat login susah banget udah kirim sms ga bisa langsung login buang-buang pulsa aja
Pengguna Google,1,2024-05-23 14:03:44,"potongan tidak transparan, sudah ada potongan bulanan tetapi tiba"" saldo berkurang tanpa ada mutasi."
Pengguna Google,4,2024-05-23 14:03:07,"Notifikasi utk dana masuk sudah ada tapi uftk dana yg keluar belum ada notif, cuma di inbox"
Pengguna Google,5,2024-05-23 12:36:46,"Sekarang MBCA ada notifikasi dana masuk, tapi apa hanya beda bank aja ya😅 semoga Sesama Bank BCA ada juga notif, jd gak susah2 cek mutasi Terus👌👌"
Pengguna Google,1,2024-05-23 12:06:31,Angel banget gawe rek. Pas lagi isi formulir ujuk ujuk wes keluar wae. Pes peng piro bolan baleni wae
Pengguna Google,5,2024-05-23 11:59:01,sangat memudahkan dengan aplikasi ini
Pengguna Google,1,2024-05-23 11:25:09,"Bca parah.. dikit2 ke kantor, mbanking ke log out masuk lagi kudu ke kantor. Bisa ga sih layanan online aja??"
Pengguna Google,5,2024-05-23 11:24:20,Sangat mudah bertangsaksi
Pengguna Google,3,2024-05-23 11:15:31,Verifikasi SMS kok ga bisa2 padahal sinyal bagus pulsa ada ini GI mana
Pengguna Google,5,2024-05-23 10:47:40,Mantap
Pengguna Google,5,2024-05-23 10:31:58,Mantap
Pengguna Google,5,2024-05-23 10:26:56,Good
Pengguna Google,3,2024-05-23 10:07:50,"Setelah di perbarui timbul masalah,gk bisa tf ke lain bank hp sdh d restart ulang,malah instal ulang aplikasi ujung2nya mlh gk bisa masuk lg...ada apa ini"
Pengguna Google,2,2024-05-23 09:39:11,UI nya membosankan gak kaya BRImo yang udah rombak habis habisan ui aplikasi nya jadi lebih friendly dan stylish.
Pengguna Google,5,2024-05-23 08:32:03,Mantap ga nyesel deh poko nya
Pengguna Google,5,2024-05-23 08:24:13,Ok sipp
Pengguna Google,5,2024-05-23 07:51:55,The best
Pengguna Google,1,2024-05-23 07:32:17,Tidak bisa membuat kartu ATM gagal mulu
Pengguna Google,1,2024-05-23 07:13:15,"Sayang banget sekelas bank nasional punya karyawan it yang cuma tau kerja sesuai waktu nya aja gk mau kerja profesional,seharusnya BCA malu sama aplikasi DANA,pada waktu yang sama saya melakukan transaksi di BCA dan DANA,tapi kenapa DANA hanya butuh waktu tidak lebih 1 jam kembali uang ke rekening,tapi BCA sudah 22 hari tak kunjung mengembalikan uang ke rekening,saya kira pegawai BCA tidak buta internet,jadi gak perlu waktu sebulan dulu untuk mengembalikan uang ke rekening nasabah nya"
Pengguna Google,4,2024-05-23 07:02:25,Saya sudah download dan baru saya coba untuk transfer uang ke mobile bca. Untuk transaksi sudah berhasil dan sudah ada notifikasi transaksi sukses. Tapi kenapa pas cek saldo nya tidak masuk/bertambah ya??? Untuk sementara saya kasih bintang 1 dulu deh
Pengguna Google,5,2024-05-23 06:44:49,Baik cepat tidak pernah ada kendala
Pengguna Google,1,2024-05-23 06:38:32,"Kirim OTP tidak muncul , saya tunggu sudah 30 menit"
Pengguna Google,5,2024-05-23 06:26:53,"Aplikasi nya mantap.kl kita mw transfer, dan melakukan pembayaran apapun sngt mudh.kita tinggal duduk manis aj gak perlu repot2 ngantri d atm.cukup klik aja apa yg akn kita butuhkan. Pkonya top markotop deh.tp ada satu mslh data history kl ganti HP .history nya hilang semua.pdhl d history trbut bnyk data2 penting bukti pembayaran.jd pas ganti HP semuanya hilang.kita tdk pnya bukti berkas yg sdh kita byr.jd sy tdk bs pnya bukti kuat ap yg sdh sy byr."
Pengguna Google,5,2024-05-23 05:48:05,Ok
Pengguna Google,5,2024-05-23 05:48:05,Knp gak bisa di akses
Pengguna Google,5,2024-05-23 05:42:07,Mantap aplikasi terpercaya
Pengguna Google,5,2024-05-23 05:09:43,Lebih efisien
Pengguna Google,5,2024-05-23 04:53:50,Tidak bisa akses ( kode akses)
Pengguna Google,5,2024-05-23 04:53:28,Bagus
Pengguna Google,3,2024-05-23 04:08:23,Hari ini knp merah terus yaa ?? Eror lg
Pengguna Google,1,2024-05-23 03:40:30,Minimal tong nyusahken hp Batur anjin*
Pengguna Google,5,2024-05-23 03:10:55,Sangat membntu transaksi
Pengguna Google,1,2024-05-23 03:07:57,Verifikasi wajah susah sekali padahl sudah di tempat yang terang
Pengguna Google,5,2024-05-23 02:47:57,Senang pakai BCA Mobile jdi gampang mau transaksi apapun
Pengguna Google,5,2024-05-23 01:03:39,memudahkan kita untuk transaksi
Pengguna Google,4,2024-05-23 00:26:51,"Kak saya mau verifikasi kenapa gak bisa² ya, udah ngabisin pulsa juga, pdhl pertama bikin enak lgsg bagus"
Pengguna Google,1,2024-05-22 23:46:34,Busuk
Pengguna Google,5,2024-05-22 23:28:53,"Sekarang ada notifnya kalau ada transferan masuk, nice bca, tingkat terus 👍👍👍👍"
Pengguna Google,4,2024-05-22 22:20:51,Okkk bgt
Pengguna Google,5,2024-05-22 19:25:09,Ok
Pengguna Google,5,2024-05-22 18:27:47,Jaman skrg gak Punya BCA mbangking!!! Kelaut ajj nyemplung Bro..
Pengguna Google,1,2024-05-22 18:26:20,Uang saya pas transaksi di jam 00:30 wib yang gagal pas transaksi ke PLN mobile tidak balik lagi uang nya
Pengguna Google,5,2024-05-22 17:42:54,Saya gak bisa masuk
Pengguna Google,4,2024-05-22 17:20:08,mantap betul
Pengguna Google,5,2024-05-22 16:51:38,"Membantu,cuma kartu saya nggk bisa masuk nggk bisa registrasi"
Pengguna Google,5,2024-05-22 16:47:23,Sangat membantu
Pengguna Google,4,2024-05-22 16:37:08,jos
Pengguna Google,1,2024-05-22 15:27:07,"Terlalu lawas apa tim IT nya yg anehh ,,masih aja ngirim sms segala buat transaksi terlalu boros kocag"
Pengguna Google,1,2024-05-22 15:08:19,Kenapa ga bisa daftar. Padahal jaringan bagus. . tapi ko transaksi gagal trus
Pengguna Google,5,2024-05-22 15:05:00,Top
Pengguna Google,1,2024-05-22 14:56:43,"maintenance mulu, bank sebelah ga gitu"
Pengguna Google,5,2024-05-22 14:27:01,Mantap
Pengguna Google,5,2024-05-22 13:17:25,Good
Pengguna Google,5,2024-05-22 12:05:44,Bagus
Pengguna Google,5,2024-05-22 12:02:41,"mantap, sudah sedikit perbaikan, sekarang transferan masuk via BI-Fast langsung muncul noktivasi, lebih bagus lagi jika noktivasinya semua transferan masuk langsung muncul laporan pasti yang usaha toko layanan pesan antar akan sangat terbantu setiap ada yang bayar langsung ada noktivasinya, gak ribet cek ricek setiap saat.."
Pengguna Google,5,2024-05-22 11:53:52,THANKS BCA MOBILE APKNYA SUNGGUH BERGUNA DAN SANGAT AMANAH
Pengguna Google,5,2024-05-22 10:37:26,Mantapo
Pengguna Google,5,2024-05-22 10:35:29,Memuaskan
Pengguna Google,5,2024-05-22 10:30:58,Bagus
Pengguna Google,1,2024-05-22 09:32:23,"Asal di buka aplikasi nya kebanyakan merah terus lampunya , udh di restart di mode pesawat sinyal nya , masih juga warna merah lampu indikator di aplikasi nya , hadeh apa maksudnya begitu !?"
Pengguna Google,1,2024-05-22 08:55:14,biaya admin makin tahun makin naik.. yang bener aja. biaya admin xpresi dari 5000 naik 6500 naik lagi 7500 ini naik lagi buseet.. 10000. peningkatan layanan apanya coba 😡
Pengguna Google,5,2024-05-22 08:54:08,Mantap
Pengguna Google,1,2024-05-22 08:26:33,gimana sih harus verifikasi terus setiap buka mbanking tolong dong diperbaiki soalnya mbanking itu sangat mempermudah transaksi
Pengguna Google,5,2024-05-22 08:08:36,Oke
Pengguna Google,5,2024-05-22 06:33:49,sangat puas bersama BCA❤️❤️🥰
Pengguna Google,5,2024-05-22 06:30:17,Bagus
Pengguna Google,5,2024-05-22 06:21:36,Oc
Pengguna Google,2,2024-05-22 05:10:02,mantad
Pengguna Google,5,2024-05-22 04:38:35,sangat membantu
Pengguna Google,1,2024-05-22 03:55:39,kurang puas dengan ke amanan ( perusahan besar ketika salah transfer mediasi hallo bca sistem ribet ang jonk tidak ada kembali ) padahal sekian menit lamgsung melapor.tidal ada pembekuan solusi ter baik malah nunggu sekian minggu dan hasil nya nihil lapur deh uang sekian juga
Pengguna Google,1,2024-05-22 03:43:50,Untuk sekelas BCA expresi kenapa biaya admin perbulannya di naikkan dari yang awalnya cuma potongan Rp.7.500/bulan jadi Rp.10.000/bulan. Hadeh .... Padahal di bank lain bahkan ada yang gratis biaya admin perbulannya.... Stiap mau ganti sim card (sim1/smi2) harus daftarin mbankingnya lagi ... Spertinya saya harus cari rekomendasi bank lain deh ...
Pengguna Google,5,2024-05-22 03:35:25,good
Pengguna Google,5,2024-05-22 03:34:55,Sekarang tiap ada transaksi masuk ada notif 👍
Pengguna Google,5,2024-05-22 03:26:58,Pokonya APK BCA mobile lebih bagus😊👍👍
Pengguna Google,4,2024-05-22 02:06:38,"Sebenarnya smua bagus, hanya masi bingung Aplkasinya gak bisa di tampilkan di layar depan Jadi setiap kali mau masuk ke Aplikasi harus masuk ke playstore dlu baru bisa"
Pengguna Google,5,2024-05-22 02:00:55,"Sangat baik,transaksi aman tdk pernah ada kendala"
Pengguna Google,1,2024-05-22 01:54:39,"Ini gimana ceritanya dah, kenapa pas bagian verifikasi gagal mulu ya ampun😫 Internet ada, pulsa juga ada, tapi kenapa gagal?!! Perbaikan donk apknya, udh di coba dari kemarin masih gk bisa aja"
Pengguna Google,1,2024-05-22 01:19:31,Aplikasi nya sih bagus.. TPI kok saldonya sring berkurang tanpa ada transaksi.
Pengguna Google,5,2024-05-22 00:41:37,BCA simpel dan praktis memuaskan pelayanannya ramah personalnya
Pengguna Google,5,2024-05-21 22:42:10,"Ok lah bca membantu sya bangt , no komen poko ny best bangt👌"
Pengguna Google,2,2024-05-21 18:18:18,"Saya pernah mau buka tabungan di bca secara online,,,, bukan mau hutang,, tapi mau nabung deposito,,, ditolak alasan ktp saya backgrounya biru,,, tapi di bank bni, bri, btpn, mandiri tidak ada masalah... oke oke saja.... Peluang orang sibuk hanya 1x tidak ada ke 2 x,,, gak kenal Bca gak papa,,, alergi sudah dengan nama bca"
Pengguna Google,1,2024-05-21 17:48:12,"Msh mending pake brimo drpada ini, dikit2 eror, padahl jaringan data ada, mohon d perbaiki lg, biar gk kaya gini mau buth mendadak gk bisa krna sering eror🙄🙄"
Pengguna Google,1,2024-05-21 16:56:41,"Apk nya sih bagus tapi kendalanya sekarang enggak bisa transfer lagi lewat m-banking atau apk lagi , agak kecewa sekali"
Pengguna Google,1,2024-05-21 16:22:50,"Udah hampir 1 tahun saya tidak bisa verifikasi M-BCA saya. Padahal udah sesuai rules, kartu harus sesuai yang terdaftar, di hp cuma boleh 1 kartu. Pakai Data, pakai pulsa. Masa ia pulsa saya habis terbuang sia-sia untuk kirim pesan verifikasi tapi tidak juga bisa masuk. Ini solusinya bagaimana wahai yang empunya BCA!!!! TOLONG DIJAWAB!!"
Pengguna Google,5,2024-05-21 15:54:41,Sangat membatu
Pengguna Google,1,2024-05-21 15:27:04,205 terus
Pengguna Google,5,2024-05-21 14:47:16,Bgus
Pengguna Google,1,2024-05-21 14:25:06,"saldo kepotong 2 kali,atau lebih dari potongan admin bulanan kenapa ini !!!"
Pengguna Google,1,2024-05-21 13:48:19,Susah di instal
Pengguna Google,1,2024-05-21 13:46:47,jelek lama banget masuk dana nya
Pengguna Google,5,2024-05-21 13:22:26,Mantul
Pengguna Google,5,2024-05-21 11:43:57,keren
Pengguna Google,5,2024-05-21 10:23:58,Sangat berguna
Pengguna Google,5,2024-05-21 10:11:23,Ok thanks aman
Pengguna Google,5,2024-05-21 10:09:57,Mntulll
Pengguna Google,5,2024-05-21 09:32:18,Bagus
Pengguna Google,5,2024-05-21 09:09:23,👌👍👍
Pengguna Google,3,2024-05-21 09:07:01,"Pembukaan rekening baru sudah sampai tahap terakhir, menceklis tick mark tetapi kolom ceklis yang dibagian kedua langsung terdirect ke lembar persetujuan tetapi dibagian akhirnya tidak ada kolom untuk ceklis atau accept, sehingga pendaftaran terkendala"
Pengguna Google,5,2024-05-21 08:49:29,"Keren👍👍, mudah dibuka, jarang gangguan, cuma tampilannya perlu di tingkatkan lagi😁😁"
Pengguna Google,5,2024-05-21 08:48:47,Bgus
Pengguna Google,1,2024-05-21 08:03:48,"RIBET KAGA BISA LOGIN"" UDAH SMS SEGALA MACEM JUGA"
Pengguna Google,5,2024-05-21 07:54:07,Mantap
Pengguna Google,5,2024-05-21 07:43:20,Bagus
Pengguna Google,1,2024-05-21 07:34:12,Gk jelas ATM nya. Sisa saldo saya kan 2.000 ya trus udah dikirim 100 rb nah kepotong kan tinggal 87.415 gk bisa saya ambil 100rb. Terus udah TF lagi 15ribu pas saya cek ini kenapa saldonya gak bertambah? Malah tetap?
Pengguna Google,5,2024-05-21 07:08:18,Mantap
Pengguna Google,3,2024-05-21 06:55:27,"saya kurang puas aja, karna saya memakai expresi ko ada biaya potongan lagi sih. uang yg tadi nya mau saya tarik malah gak bisa di tarik karna sudah di potong hadeuh"
Pengguna Google,5,2024-05-21 06:46:22,Good
Pengguna Google,1,2024-05-21 06:18:28,Jelek GPN jelek gak bisa top up google play apalagi transfer keluar negeri 🤢🤮
Pengguna Google,5,2024-05-21 05:46:42,Di jamin keamanannya satu Bank untuk semua kebutuhan
Pengguna Google,1,2024-05-21 05:32:44,"ketika klik bca ternyata buka aplikasi browser. eyalahhhhh. daripada gitu, mendingan saya langsung login lewat browser aja deh. oke. uninstall"
Pengguna Google,2,2024-05-21 05:08:48,Vwrifikasi harus berapa kali gagal terus???!!!
Pengguna Google,1,2024-05-21 04:54:58,"Memang kalau buat atm harus detail banget?nanya pemekaran dll?orang sibuk kerja,gak mungkin pula kerja otang nanya ke capil,sedangkan capil aja gak peduli sama masyarakat nya"
Pengguna Google,5,2024-05-21 04:54:46,oke transaksi ku makin cepat dan mudah..
Pengguna Google,5,2024-05-21 04:51:14,Sangat membantu
Pengguna Google,5,2024-05-21 04:39:50,Terbaik pokoknya...mantap👍👍🙏
Pengguna Google,5,2024-05-21 02:50:47,pelayanan baik and fast respon Pokok ya the best
Pengguna Google,3,2024-05-21 02:38:24,Setiap memakai data di kartu sim lain pasti harus verifikasi ulang. Dan saat ini masih belum bisa masuk sampai pulsa habis untuk verifikasi.
Pengguna Google,5,2024-05-21 01:00:08,Sangat membantu
Pengguna Google,5,2024-05-20 22:29:26,Smart
Pengguna Google,5,2024-05-20 22:26:34,Sudah ok
Pengguna Google,5,2024-05-20 17:37:29,Luar biasa dan. Nyaman
Pengguna Google,1,2024-05-20 17:01:11,Aplikasinya sangat kacaw sekali udh pulsa habis gk dapat kode verifikasinya hadeh
Pengguna Google,1,2024-05-20 16:43:22,Kode otp saya tidak ada terus. Malah nyedotin pulsa . Parah ini aplikasi makin parah
Pengguna Google,5,2024-05-20 14:40:31,👍👍👍
Pengguna Google,1,2024-05-20 14:36:52,Top up flazz lelet
Pengguna Google,5,2024-05-20 14:16:03,Mantap
Pengguna Google,5,2024-05-20 14:02:51,Ok
Pengguna Google,5,2024-05-20 13:47:34,"mohon ditambah metode login menggunakan sidik jaridan pin transaksi menggunakan sidik jari juga,sangat mempermudah dan aman,tolong untuk tiap transaksi diberi pemberitahuan lewat akun email tercatat di bank ybs🙏👍👍Barusan 20/05/2024 terima tf sudah dapet notif email dari bca,terimakasih mbca atas notif email langsungnya.Jadi kepingin terus pake mbca kalo urusan tf dan bayar online🙏🙏🙏"
Pengguna Google,4,2024-05-20 13:46:28,Baru kasih
Pengguna Google,1,2024-05-20 13:38:19,"maaf yaa kenapa yaa kok tiba2 saldo saya kepotong 20rb walau segitu bagi saya itu berharga, kalaupun biaya administrasi apa iya admin di tgl segini?? sebelum2nya saya juga sering kehilangan saldo. kenapa bca kaya gini yaa?? pelayanan di KC juga sekarang ga seramah dulu, kalau ga karena butuh saya gamau pake lagi aplikasi🥲"
Pengguna Google,1,2024-05-20 13:32:54,"mau daftar rekening baru, tapi ga bisa pas centang riplay, itu knpa ya?? udh tekan berkali kali di ceklis tapi ga ke ceklis, malah ke buka rinciannya doang... gagal buat rekening cuma gara gara ga bisa ceklis itu, bingung gw"
Pengguna Google,2,2024-05-20 13:01:38,kenapa saldo saya berkurang sendiri ya??
Pengguna Google,1,2024-05-20 11:46:26,Jangan di pakai bank busuk ini udah 3x isi saldo tidak pernah ada yang masuk ke dalam rekening padahal info mutasi ada keterangan masuk saldo di cek kosong 0 gak ada isi bank idiot ini mah
Pengguna Google,2,2024-05-20 11:38:43,"Potongannya banyak banget anjirr ,masa langsung 70000"
Pengguna Google,5,2024-05-20 11:34:22,"Sangat membantu, Terima kasih BCA semoga sukses"
Pengguna Google,4,2024-05-20 11:33:39,kenapa verifikasi data gagal terus padahal sudah sesuai KTP
Pengguna Google,5,2024-05-20 11:27:23,Sangat membantu
Pengguna Google,5,2024-05-20 11:14:40,Mantapp
Pengguna Google,5,2024-05-20 10:41:39,Sangat bagus
Pengguna Google,5,2024-05-20 09:56:43,Mantap bget
Pengguna Google,1,2024-05-20 09:55:02,"Lelet apk nya skrg, gk sepeti dulu"
Pengguna Google,5,2024-05-20 09:46:05,Ok
Pengguna Google,1,2024-05-20 09:39:57,KECEWA..
Pengguna Google,5,2024-05-20 09:37:25,Okelah
Pengguna Google,5,2024-05-20 08:49:45,Okey
Pengguna Google,5,2024-05-20 07:39:05,👍🤝
Pengguna Google,5,2024-05-20 06:59:12,Bank swasta paling keren
Pengguna Google,1,2024-05-20 06:23:14,Kecewa benget sekarang beli pulsa belum masuk2 udh 2 hari di tlp cs nya berbelit kayak sengaja saling oper sana sini sampai habis pulsa gada titik temu :(
Pengguna Google,1,2024-05-20 05:58:11,Verifikasi wajah gagal terus mau model gimana aja tetep gagal
Pengguna Google,5,2024-05-20 05:44:05,Bagus sekali
Pengguna Google,5,2024-05-20 05:22:11,Min kenapa m bangking saya kalo pakai wifi lampu nya merah padahal wifi terhubung
Pengguna Google,5,2024-05-20 04:04:13,mantap
Pengguna Google,4,2024-05-20 03:20:40,"Knp kartu ATM tahapan ekspresi saya tidak bisa digunakan....setor tunai,uang nya keluar lagi"
Pengguna Google,5,2024-05-20 03:15:59,Ok
Pengguna Google,3,2024-05-20 03:01:28,Aplikasi perlu dikasih notif jika ada transaksi termasuk keluar masuk duit.
Pengguna Google,1,2024-05-20 01:16:06,Mau daftar aja susah pake biaya udah kepotong pulsa malah disuruh ngulang terus terusan tapi pulsa udah kesedot banyak tetep ngulang tailah
Pengguna Google,1,2024-05-20 00:35:40,Pelayanan pembukaan rekening baru sangat lah tdk baik ..
Pengguna Google,1,2024-05-19 23:45:46,"Sumpah ini app bank paling ribet wkwk, verifikasi sms sampe puluhan kali gagal terus karna ketika balik lagi ke aplikasi mulai lagi dari awal teruss aja begitu kapan gw bisa pake aplikasinyaaaa🤦🤦🤦🤦🤦🤦🤦🤦🤦"
Pengguna Google,1,2024-05-19 22:07:55,"bca kenapa ya setiap uang pass misalnya 200 selalu di potong 15 ribu, kenapa tidak passs ada lebih 250 gitu kenapa pass ada 50 nya ga di potong kenapa harus nunggu udah 200 di potong mau narik tiba tiba 180 , padahal awal nya 250 50 udah di TF giliran udah pas di potong"
Pengguna Google,5,2024-05-19 21:05:40,Puas bgus mantap
Pengguna Google,5,2024-05-19 20:35:01,Bagus
Pengguna Google,5,2024-05-19 20:09:51,Mantap
Pengguna Google,1,2024-05-19 18:11:43,"Aplikasi BCA sering minta verifikasi ulang terus, tolong diperbaiki sistemnya. Padahal saya sudah login bbrpa hari saja, besoknya minta verifikasi ulang lgi. Pdhal saya pengguna setia bca, kalau minta verifikasi terus habis pulsa saya."
Pengguna Google,5,2024-05-19 17:32:49,Good
Pengguna Google,5,2024-05-19 16:36:23,Bagus dan sangat membantu
Pengguna Google,5,2024-05-19 16:14:31,Sangat bagus
Pengguna Google,5,2024-05-19 15:51:26,Aman dan terpercaya
Pengguna Google,5,2024-05-19 15:48:49,"Hallooooo BCA, mobile banking masih eror kah, masih ada kode 205"
Pengguna Google,5,2024-05-19 15:40:17,Sangat berguna👍👍👍🗿
Pengguna Google,1,2024-05-19 15:16:56,Gjls. Harus verivikasi trs
Pengguna Google,5,2024-05-19 15:13:34,Good jobn
Pengguna Google,5,2024-05-19 14:22:52,Aplikasi nya bagus sangat membantu untuk bertransaksi dll
Pengguna Google,1,2024-05-19 14:18:09,"Tranfer sudah berhasil,tapi di cek di saldo belum masuk,kenapa gini amat,mohon di perbaiki lagi systemnya,jangan lemot"
Pengguna Google,5,2024-05-19 14:05:39,Aplikasinya dioperasikan lancar jika jaringan internetnya bagus
Pengguna Google,4,2024-05-19 13:58:31,Aplikasinya dah bagus..cuma sayang kenapa tidak ada notifikasi transaksi sama sekali. Kalah dgn bank yg lain.
Pengguna Google,2,2024-05-19 13:39:43,potongan semakin Gilak yaa...hampir 15rb potongan
Pengguna Google,3,2024-05-19 13:33:35,Kok ibu saya trf tadi sore blm masuk ya sampai skrg?? Padahal di mbanking nya berhasil di proses ke BCA saya
Pengguna Google,5,2024-05-19 13:23:44,tanks bca
Pengguna Google,5,2024-05-19 12:39:40,Ok
Pengguna Google,5,2024-05-19 11:32:48,Simpel
Pengguna Google,1,2024-05-19 11:04:35,"Lihat depkripsi jadi ragu,mau downloud,beri tahu saya kalo sudah ada perkembangan yang nembuat nyaman"
Pengguna Google,1,2024-05-19 10:54:04,seharian sya nunggu kode verifikasi email nya lama bgt..😩 sdangkan email pnya sya sndiri..
Pengguna Google,3,2024-05-19 10:44:21,Bca tabunganku bisa gak ya
Pengguna Google,5,2024-05-19 10:29:40,Layanan online yg memuashkan
Pengguna Google,1,2024-05-19 10:24:47,"kode otp g ada ke kirim , pulsa tetep di ambil bangke emang ..."
Pengguna Google,5,2024-05-19 09:40:21,Aplikasi anti ribet
Pengguna Google,5,2024-05-19 09:35:23,Good
